"id","text"
"999107","Loose Reticle Area"
"999108","Play Next Mission"
"999109","Return"
"999110","Welcome to Age of Empires IV"
"999111","Press any button to continue…"
"999112","Sticky Units"
"999113","Loose Reticle Speed"
"999114","Reticle Action Line"
"999115","Marquee Hold Time"
"999116","Recentralize on Full Pan"
"999117","Zoom Speed"
"999118","Crossplay Enabled"
"999119","Crossplay Disabled"
"999120","Recentralize on Rest"
"999121","If wait times are too long try adjusting your search options."
"999122","Camera Orbit Maximum Speed"
"999123","Marquee Size"
"999124","Marquee Acceleration"
"999125","Small"
"999126","Medium"
"999127","Large"
"999128","Largest"
"999129","LT is toggle"
"999130","Locked"
"999131","Shapes"
"999132","Camera Rotation Speed"
"999133","Camera Panning Deceleration"
"999134","Camera Orbit Deceleration"
"999135","Select"
"999136","Back to Skirmish Setup"
"999137","Difficulty"
"999138","Team"
"999139","Ready"
"999140","Start"
"999141","Match Options"
"999142","Groups & Chat"
"999143","Remove A.I."
"999144","Controller"
"999145","Win Rate"
"999146","%1WINRATE%%%"
"999147","Wins"
"999148","Losses"
"999149","View Map"
"999150","Select"
"999151","Back"
"999152","Navigate"
"999153","Notifications"
"999154","Groups & Chat"
"999155","Expand"
"999156","Collapse"
"999157","Information"
"999158","Replay"
"999159","Available"
"999160","Unavailable"
"999161","Profile"
"999162","Masteries"
"999163","Achievements"
"999164","Matches"
"999165","Learn all there is to know about the English."
"999166","Learn all there is to know about the Chinese."
"999167","Learn all there is to know about the French."
"999168","Learn all there is to know about the Holy Roman Empire."
"999169","Learn all there is to know about the Mongols."
"999170","Learn all there is to know about the Rus."
"999171","Learn all there is to know about the Delhi Sultanate."
"999172","Learn all there is to know about the Abbasid Dynasty."
"999173","Learn all there is to know about the Ottomans."
"999174","Learn all there is to know about the Malians."
"999175","View Profile"
"999176","View Masteries"
"999177","View Achievements"
"999178","View Matches"
"999179","We recommend that you complete the tutorial, are you sure you want to quit?"
"999180","Cycle Military Units"
"999181","Cycle Support Units"
"999182","Cycle Idle Villagers"
"999183","Cycle Town Centers"
"999184","Select All Military Units"
"999185","Select All Support Units"
"999186","Select All Idle Villagers"
"999187","Select All Town Centers"
"999188","Default"
"999189","Visuals"
"999190","Chat Transcription"
"999191","Game Transcription"
"999192","Converts in-game player speech to text that you can read on the screen."
"999193","Subtitle Appearance"
"999194","If on, subtitles will feature throughout where applicable."
"999195","Determines where subtitles appear. During cinematics and in game, just in cinematics, or not at all."
"999196","Captions"
"999197","Speaker Names"
"999198","Color Blind Mode"
"999199","Sets a color blind mode which effects the color palette of the game."
"999200","Cross-Input"
"999201","Input Preset"
"999202","Keyboard & Mouse"
"999203","Controller"
"999204","High contrast helps you distinguish between different screen elements."
"999205","Subtitle Background Color"
"999206","Strong Contrast Mode"
"999207","Sets the background color for subtitles."
"999208","Protanopia"
"999209","Deuteranopia"
"999210","Tritanopia"
"999211","Behavior"
"999212","%1ITEM%\n%2ITEM%"
"999213","Determines the maximum speed at which the camera pans across the screen."
"999214","Cursor Type"
"999215","Inertia can be applied to panning which results in an acceleration / deceleration effect."
"999216","Circular"
"999217","Determines how fast the camera comes to a stop once input has ceased."
"999218","Square"
"999219","Determines the max speed at which the camera rotates."
"999220","Rotation Deceleration"
"999221","Determines how fast the camera stops rotating once input has ceased."
"999222","Villager Only"
"999223","Determines the max speed at which the camera zooms."
"999224","Key"
"999225","When 'On' pressing RS resets both zoom and rotation. When 'Off' pressing RS resets only zoom."
"999226","Idle Villager Selection"
"999227","Select and Center"
"999228","Idle Military Selection"
"999229","Unit and Building Cycling"
"999230","Selected Units"
"999231","Center"
"999232","Marquee Selection"
"999233","Cursor"
"999234","Enable Mods"
"999235","Determines whether mods are available when searching or creating a custom match."
"999236","Crossplay"
"999237","Determines whether you will be matched against players from other platforms or just from your own platform."
"999238","Control Group Limit"
"999239","Sets how many control groups can be created."
"999240","Command Lines"
"999241","Sets whether unit navigation lines are visible when units are given orders."
"999242","Cursor Speed"
"999243","Determines the speed of the loose reticle."
"999244","Cursor Area Scale"
"999245","Determines the size of the area the loose reticle can move in before the camera moves."
"999246","Snap Radius"
"999247","Determines the distance at which the cursor snaps to a unit / building."
"999248","If off the taunt syntax is filtered from all chat messages and no taunts can be sent or received."
"999249","Determines whether you will be matched against players using different input methods."
"999250","Sets whether villagers are auto assigned jobs."
"999251","Sets the marquee selection maximum size."
"999252","Sets the speed at which the marquee expands to its maximum size."
"999253","Player Colors"
"999254","Sets which color format players are displayed with."
"999255","On Screen Ping"
"999256","Displays your ping on screen."
"999257","Player Scores in Observer Mode"
"999258","Displays the player's scores when in observer mode."
"999259","Always On - construction progress bars are always shown and Always Off - construction progress bars are not displayed. \nWhen set to Selection Only, you will only see construction progress bars when the object is selected."
"999260","When On, displays the game duration on the HUD."
"999261","Voice Chat Volume"
"999262","Text-to-Speech Volume"
"999263","Narration Volume"
"999264","Audio Output"
"999265","Mono"
"999266","Stereo"
"999267","7.1"
"999268","5.1"
"999269","Status Visibility"
"999270","Preferred Chat Channel"
"999271","Sets whether a chat channel is open by default."
"999272","Controller Configuration"
"999273","Radial Menu"
"999274","If on, subtitles will feature throughout where applicable."
"999275","Determines the maximum speed at which the camera rotates."
"999276","The Siege of Dinan"
"999277","Dinan"
"999278","Mathilde began work raising a powerful army for Guillaume. He would use this army to bring down the castle at Dinan and put a rival in his place."
"999279","Reclamation"
"999280","The Norman Invasion"
"999281","Invasion"
"999282","Duke Guillaume amassed a huge invasion force to take the throne of England."
"999283","Mathilde was now in a position to raise a powerful army for Guillaume to command and take the castle at Dinan. The castle was of a formidable motte and bailey design and would take all of Guillaume's cunning to bring down"
"999284","Brittany was no longer a threat. Harold Godwinson had proven his worth as a powerful ally and Mathilde had once again displayed how essential she was to Guillaume's might."
"999285","After Edward the Confessor's death, Harold Godwinson has claimed the throne of England. Enraged, Guillaume prepared an invasion to take his birthright by force."
"999286","After landing at Pevensey and clearing out the enemy forces at Hastings, Guillaume now had a foothold in England. From here he would resupply his forces and make preparations to ride out and meet Harold in the battle for kingdom."
"999287","Mission Failed."
"999288","Mission Failed."
"999289","Normandy is in rebellion. To reestablish control, Duke Guillaume must gather his forces and join with his patron, King Henri of France."
"999290","With the rebellion of Gui de Bourgogne fully underway, Guillaume continued to gather his forces before joining the royal army under King Henri I of France."
"999291","Retribution"
"999292","Guillaume de Normandie"
"999293","Rebellion in Normandy"
"999294","Rebellion"
"999295","In 1047, a young Guillaume de Normandie faced rebellion from all directions."
"999296","The Battle of Val-ès-Dunes"
"999297","Val-ès-Dunes"
"999298","Guillaume continued to gather his forces in preparation of confronting his rebellious cousin, Gui de Bourgogne."
"999299","Guillaume had found the first of his forces. He would need to gather more before joining with King Henri I."
"999300","With this victory at Val-ès-Dunes, Guillaume first demonstrated his fighting prowess. It was here that he established himself as the undisputed Duke of Normandy."
"999301","1047-1066"
"999302","The Rise of a King"
"999303","Mathilde de Flandre"
"999304","Consolidation"
"999305","A New Age"
"999306","A Township in Brittany"
"999307","Brittany"
"999308","A New Age"
"999309","Mathilde, duchess of Normandy, began preparations to advance her settlement to the next age."
"999310","Before Guillaume could raze the castle of Dinan to the ground, he needed his wife Mathilde to establish a strong economy."
"999311","In preparation for the siege on the castle at Dinan, Mathilde, the duchess of Normandy, had successfully established a functioning town. It was now time to advanced further."
"999312","In 1065, Guillaume de Normandie marched on his rival to the west, Conan II de Bretagne. To destabilize the duchy of Brittany, he aimed to bring down the major stronghold of Dinan."
"999313","Mission Failed."
"999314","Mission Failed."
"999315","The advancement of her settlement meant another step towards the subjugation of Dinan. "
"999316","As always, Mathilde demonstrated her administrative prowess by successful establishing a functioning settlement. However, there was still more work to be done."
"999317","Switch Analogue Stick Functionality"
"999318","Rotate the Controller"
"999319","Controller Rotation"
"999320","Double Press Interval "
"999321","Command Modifier Input"
"999322","Haptics"
"999323","Haptic Levels"
"999324","Hold / Toggle"
"999325","Confirm Selection"
"999326","Radial Menu Stick"
"999327","Open Most Recent"
"999328","Switches the functionality of the thumbsticks."
"999329","Rotates the controller mapping by a value set by the Controller Rotation."
"999330","Sets the value by which the controller is rotated from its original orientation."
"999331","Determines the speed at which a second press must be detected to classify as a double press."
"999332","Determines whether the command modifier input is a hold or toggle."
"999335","Turns on/off haptic feedback."
"999336","Choose whether in-game menus open by default when pressing the input, or holding an input."
"999337","Determines which method is used to confirm selection of an option within the radial menu."
"999338","Determines which thumbstick is used to navigate the radial menu options."
"999339","When active, the radial menu will open to the last page it was previously on."
"999340","90° Clockwise"
"999341","90° Counterclockwise"
"999342","180° (Upside Down)"
"999343","Slow"
"999344","Fast"
"999345","Hold"
"999346","Press A"
"999347","Release Stick"
"999348","Left Stick"
"999349","Right Stick"
"999350","Camera Controls"
"999351","Modifier Controls"
"999352","Group Controls"
"999353","Visual"
"999354","Presets"
"999355","Control Preset"
"999356","Customize the number of players to search for."
"999357","Editing search criteria may result in longer wait times for matchmaking."
"999358","Update map votes."
"999359","Play against other players."
"999360","Play with other players against A.I."
"999361","Press or Hold Menus"
"999362","Determines how fast the camera stops rotating once input has ceased."
"999363","Determines how long the button press must be held before the marquee begins to expand."
"999364","Use the slider to determine the amount of tilt required on the left thumbstick before input is registered."
"999365","Use the slider to determine the amount of tilt required on the right thumbstick before input is registered."
"999366","Rotate Controller"
"999367","Are you sure you want to leave the lobby? This action will close the lobby."
"999368","Are you sure you want to leave the lobby? You will have to rejoin or search for a new match."
"999369","Are you sure you want to leave the lobby? You will no longer be the lobby leader."
"999370","Cross-Input Mismatch"
"999371","Can't join the group because your Cross-Input settings don't match."
"999372","Input Device Mismatch"
"999373","Can´t enter the group because your input device is not the same as the invitee. Make sure you use the same input device when Cross-Input is off."
"999374","Minimap Controls"
"999375","Unit/Building Selection"
"999376","Unit Commands"
"999377","Building Commands"
"999378","Production Radial Menu"
"999379","Play Again: Skirmish"
"999380","Play Again: Art of War"
"999381","Close"
"999382","View Gamercard"
"999383","Cancel Download"
"999384","Start a new single-player, campaign, or Proving Grounds mission."
"999385","Start a new multiplayer game"
"999387","Quickly join a multiplayer game."
"999388","Quickly join a multiplayer game. (Crossplay enabled)"
"999389","Play to your strength and join a ranked game with other players (Crossplay disabled)"
"999390","Play to your strength and join a ranked game with other players (Crossplay enabled)"
"999391","Setup your own multiplayer custom game (Crossplay disabled)"
"999392","Setup your own multiplayer custom game (Crossplay enabled)"
"999393","Observe a multiplayer match."
"999394","Observe a multiplayer match (Crossplay enabled)"
"999395","Replay Downloading... (Mods: %1NUM%/%2TOTAL%)"
"999396","Turn On Share History"
"999397","Turn Off Share History"
"999398","Are you sure you want to leave the lobby? You will have to search for a new match."
"999399","Downvote"
"999400","Clear Vote"
"999401","Lowest average Villager idle time"
"999402","Highest average unit lifespan"
"999403","Razed most buildings"
"999404","Least buildings lost"
"999405","Highest economy score"
"999406","Gathered most Wood"
"999407","Gathered most Gold"
"999408","Largest army"
"999409","Highest map exploration"
"999410","Highest max Food production"
"999411","Highest max Villager count"
"999412","Highest max Wood production"
"999413","Highest military score"
"999414","Captured most Relics"
"999415","Researched most technologies"
"999416","Most research progress"
"999417","Highest society score"
"999418","Gathered most Stone"
"999419","Highest technology score"
"999420","Fastest to Castle Age (III)"
"999421","Fastest to Feudal Age (II)"
"999422","Highest total score"
"999423","Killed most units"
"999424","Least units lost"
"999425","Gathered most Wood"
"999426","%1NAME% (%2VALUE%)"
"999427","MVP"
"999428","Guillaume de Normandie"
"999429","Henri I"
"999430","Gui de Bourgogne"
"999431","Mathilde de Flandre"
"999432","Friendly Building Selected / Friendly Unit Targeted"
"999433","More info"
"999434","Collapse All"
"999435","Light Cavalry, Leader"
"999436","Reticle Magnetism"
"999437","Chat"
"999438","Group Chat"
"999439","Player Chat"
"999440","Lobby Chat"
"999441","Chat Log"
"999442","Search"
"999443","No Chat Open"
"999444","Search for a player by GamerTag or Unique ID"
"999445","Select Category"
"999446","Empty Hotkeys"
"999447","You have unmapped primary keys for:"
"999448","You may want to resolve these as they could lead to undesired control experiences in game. \n\nAre you sure you want to continue?"
"999449","Platform Mismatch"
"999450","Can't enter the group because of a mismatch with your host's Cross-Network settings. Try changing your Cross-Network setting."
"999451","Investigate the Area"
"999452","Move the camera to the Lumber Camp"
"999453","Move the camera over the Lumber Camp using ##ICON::menu_navigation::controller_left_stick_move## ."
"999454","Move the camera to the large rocks"
